MapSplice_Breakpoint	Annotation
7349-15491	rare_frequency_deletion
3603-16083	rare_frequency_deletion
9289-12717	rare_frequency_deletion
10672-13449	rare_frequency_deletion
6335-13792	rare_frequency_deletion
5134-14329	rare_frequency_deletion
1764-14419	rare_frequency_deletion
1233-14630	rare_frequency_deletion
11070-15491	rare_frequency_deletion
5960-15517	rare_frequency_deletion
1651-9315	rare_frequency_deletion
6041-12558	rare_frequency_deletion
5368-13381	rare_frequency_deletion
12708-13855	rare_frequency_deletion
5521-14545	rare_frequency_deletion
5440-15403	rare_frequency_deletion
4106-15491	rare_frequency_deletion
381-553	rare_frequency_deletion
458-803	rare_frequency_deletion
1241-6557	rare_frequency_deletion
2793-7127	rare_frequency_deletion
8634-8685	rare_frequency_deletion
3321-8776	rare_frequency_deletion
7650-10241	rare_frequency_deletion
8471-11295	rare_frequency_deletion
5167-11305	rare_frequency_deletion
7108-12078	rare_frequency_deletion
5890-12399	rare_frequency_deletion
6513-12558	rare_frequency_deletion
9189-13076	rare_frequency_deletion
11322-13449	rare_frequency_deletion
1105-13978	rare_frequency_deletion
632-14039	rare_frequency_deletion
10599-14098	rare_frequency_deletion
1698-14187	rare_frequency_deletion
9922-14245	rare_frequency_deletion
3538-14282	rare_frequency_deletion
739-14332	rare_frequency_deletion
3558-14745	rare_frequency_deletion
3402-15511	rare_frequency_deletion
7689-15829	rare_frequency_deletion
480-15882	rare_frequency_deletion
4167-9606	rare_frequency_deletion
1130-11528	rare_frequency_deletion
342-13306	rare_frequency_deletion
5294-14044	rare_frequency_deletion
2414-14067	rare_frequency_deletion
9189-14529	rare_frequency_deletion
5645-14792	rare_frequency_deletion
5150-15335	rare_frequency_deletion
9171-15368	rare_frequency_deletion
9640-15486	rare_frequency_deletion
3283-15962	rare_frequency_deletion
3321-14825	rare_frequency_deletion
5616-14990	rare_frequency_deletion
1233-8984	rare_frequency_deletion
5605-10850	rare_frequency_deletion
8471-10850	rare_frequency_deletion
5103-10962	rare_frequency_deletion
7440-12042	rare_frequency_deletion
7199-12080	rare_frequency_deletion
5336-12342	rare_frequency_deletion
5960-12433	rare_frequency_deletion
4706-13988	rare_frequency_deletion
1714-14377	rare_frequency_deletion
6556-15335	rare_frequency_deletion
4598-15491	rare_frequency_deletion
1233-11174	rare_frequency_deletion
1172-1519	rare_frequency_deletion
983-3546	rare_frequency_deletion
316-5453	rare_frequency_deletion
5348-6567	rare_frequency_deletion
5194-8398	rare_frequency_deletion
5336-8776	rare_frequency_deletion
5444-8948	rare_frequency_deletion
3502-9031	rare_frequency_deletion
4457-9082	rare_frequency_deletion
3831-9223	rare_frequency_deletion
5228-9552	rare_frequency_deletion
6545-10138	rare_frequency_deletion
4259-10746	rare_frequency_deletion
7905-10746	rare_frequency_deletion
3782-10924	rare_frequency_deletion
4065-10974	rare_frequency_deletion
5294-11045	rare_frequency_deletion
4191-11264	rare_frequency_deletion
4206-11339	rare_frequency_deletion
1172-11802	rare_frequency_deletion
1105-12110	rare_frequency_deletion
10745-12342	rare_frequency_deletion
1714-12354	rare_frequency_deletion
6820-12402	rare_frequency_deletion
3609-12586	rare_frequency_deletion
8440-12932	rare_frequency_deletion
8277-12974	rare_frequency_deletion
5686-13089	rare_frequency_deletion
10271-13151	rare_frequency_deletion
5462-13297	rare_frequency_deletion
7126-13306	rare_frequency_deletion
1698-13436	rare_frequency_deletion
6233-13449	rare_frequency_deletion
1714-13487	rare_frequency_deletion
7173-13640	rare_frequency_deletion
7905-13640	rare_frequency_deletion
8351-13683	rare_frequency_deletion
7747-13747	rare_frequency_deletion
6212-13792	rare_frequency_deletion
5576-13829	rare_frequency_deletion
5391-13855	rare_frequency_deletion
472-13864	rare_frequency_deletion
6820-13935	rare_frequency_deletion
591-14004	rare_frequency_deletion
5921-14150	rare_frequency_deletion
6041-14205	rare_frequency_deletion
1233-14226	rare_frequency_deletion
516-14253	rare_frequency_deletion
2325-14377	rare_frequency_deletion
5308-14395	rare_frequency_deletion
13686-14413	rare_frequency_deletion
6041-14529	rare_frequency_deletion
7218-14563	rare_frequency_deletion
2793-14568	rare_frequency_deletion
1981-14601	rare_frequency_deletion
273-14649	rare_frequency_deletion
9257-14649	rare_frequency_deletion
13448-14654	rare_frequency_deletion
475-14909	rare_frequency_deletion
486-14984	rare_frequency_deletion
6041-15335	rare_frequency_deletion
7798-15335	rare_frequency_deletion
5368-15382	rare_frequency_deletion
14305-15403	rare_frequency_deletion
9081-15475	rare_frequency_deletion
5698-15477	rare_frequency_deletion
7414-15477	rare_frequency_deletion
6506-15509	rare_frequency_deletion
3519-15548	rare_frequency_deletion
1845-15740	rare_frequency_deletion
10751-15740	rare_frequency_deletion
11757-11957	rare_frequency_deletion
6225-12206	rare_frequency_deletion
8440-12418	rare_frequency_deletion
1677-12427	rare_frequency_deletion
4679-13381	rare_frequency_deletion
12567-13792	rare_frequency_deletion
5997-13978	rare_frequency_deletion
308-14282	rare_frequency_deletion
1664-14377	rare_frequency_deletion
13159-14377	rare_frequency_deletion
7981-14413	rare_frequency_deletion
8829-14520	rare_frequency_deletion
8624-14626	rare_frequency_deletion
2513-14649	rare_frequency_deletion
7852-15153	rare_frequency_deletion
7650-15410	rare_frequency_deletion
3629-14341	rare_frequency_deletion
5336-7377	rare_frequency_deletion
5485-8472	rare_frequency_deletion
5330-10626	rare_frequency_deletion
4167-11858	rare_frequency_deletion
4693-12928	rare_frequency_deletion
1241-13081	rare_frequency_deletion
3369-13487	rare_frequency_deletion
6223-13846	rare_frequency_deletion
3387-13855	rare_frequency_deletion
2513-14150	rare_frequency_deletion
445-14276	rare_frequency_deletion
1845-14377	rare_frequency_deletion
447-14401	rare_frequency_deletion
7905-14589	rare_frequency_deletion
10268-15382	rare_frequency_deletion
1233-15403	rare_frequency_deletion
447-15421	rare_frequency_deletion
3500-13304	rare_frequency_deletion
14393-14647	rare_frequency_deletion
5085-14792	rare_frequency_deletion
8970-14807	rare_frequency_deletion
3502-15276	rare_frequency_deletion
3629-15410	rare_frequency_deletion
576-15916	rare_frequency_deletion
3264-16073	rare_frequency_deletion
3272-16073	rare_frequency_deletion
8351-11382	rare_frequency_deletion
10903-12080	rare_frequency_deletion
10873-13381	rare_frequency_deletion
15285-15403	rare_frequency_deletion
6223-15444	rare_frequency_deletion
13131-15517	rare_frequency_deletion
10069-15981	rare_frequency_deletion
1698-7405	rare_frequency_deletion
2776-8520	rare_frequency_deletion
5616-9572	rare_frequency_deletion
6363-11697	rare_frequency_deletion
2611-13384	rare_frequency_deletion
5440-13767	rare_frequency_deletion
3306-13944	rare_frequency_deletion
1698-14338	rare_frequency_deletion
1698-14390	rare_frequency_deletion
7376-14792	rare_frequency_deletion
11881-15491	rare_frequency_deletion
3306-16080	rare_frequency_deletion
1698-3798	rare_frequency_deletion
5167-7250	rare_frequency_deletion
6495-11537	rare_frequency_deletion
1142-11957	rare_frequency_deletion
2793-13306	rare_frequency_deletion
480-13519	rare_frequency_deletion
8277-13683	rare_frequency_deletion
8351-13978	rare_frequency_deletion
1267-14341	rare_frequency_deletion
7108-14529	rare_frequency_deletion
6173-15517	rare_frequency_deletion
11044-15981	rare_frequency_deletion
6173-16074	rare_frequency_deletion
9426-13683	rare_frequency_deletion
13305-13683	rare_frequency_deletion
7199-14368	rare_frequency_deletion
7376-14401	rare_frequency_deletion
480-14916	rare_frequency_deletion
14048-15491	rare_frequency_deletion
6451-15705	rare_frequency_deletion
7776-16072	rare_frequency_deletion
4853-7175	rare_frequency_deletion
4937-10980	rare_frequency_deletion
5336-11858	rare_frequency_deletion
8684-11858	rare_frequency_deletion
4106-13301	rare_frequency_deletion
14412-14563	rare_frequency_deletion
4382-14566	rare_frequency_deletion
4931-14951	rare_frequency_deletion
6506-15491	rare_frequency_deletion
2683-15726	rare_frequency_deletion
428-13019	rare_frequency_deletion
632-14067	rare_frequency_deletion
959-14285	rare_frequency_deletion
3591-14365	rare_frequency_deletion
6820-14377	rare_frequency_deletion
4939-15826	rare_frequency_deletion
5481-8472	rare_frequency_deletion
6545-10904	rare_frequency_deletion
5348-13584	rare_frequency_deletion
13252-13626	rare_frequency_deletion
5839-13688	rare_frequency_deletion
7807-13693	rare_frequency_deletion
10939-13855	rare_frequency_deletion
14262-14377	rare_frequency_deletion
3603-14695	rare_frequency_deletion
8624-14951	rare_frequency_deletion
8624-15368	rare_frequency_deletion
8787-15382	rare_frequency_deletion
11073-15403	rare_frequency_deletion
447-15581	rare_frequency_deletion
9042-15990	rare_frequency_deletion
4382-12019	rare_frequency_deletion
6556-12026	rare_frequency_deletion
11044-12701	rare_frequency_deletion
3297-13384	rare_frequency_deletion
4167-13436	rare_frequency_deletion
5213-13436	rare_frequency_deletion
5391-13436	rare_frequency_deletion
8775-13436	rare_frequency_deletion
1233-13584	rare_frequency_deletion
5890-13584	rare_frequency_deletion
2209-13776	rare_frequency_deletion
1671-13792	rare_frequency_deletion
4584-13893	rare_frequency_deletion
3791-14055	rare_frequency_deletion
3789-14130	rare_frequency_deletion
5167-14368	rare_frequency_deletion
7218-14529	rare_frequency_deletion
1677-14767	rare_frequency_deletion
7108-14807	rare_frequency_deletion
3570-15268	rare_frequency_deletion
1241-15419	rare_frequency_deletion
8091-15475	rare_frequency_deletion
458-15491	rare_frequency_deletion
8784-15491	rare_frequency_deletion
6545-15548	rare_frequency_deletion
11873-15548	rare_frequency_deletion
5336-15754	rare_frequency_deletion
14003-15754	rare_frequency_deletion
5399-16083	rare_frequency_deletion
1714-3741	rare_frequency_deletion
342-8786	rare_frequency_deletion
4498-10279	rare_frequency_deletion
11812-11868	rare_frequency_deletion
1698-12363	rare_frequency_deletion
2839-13449	rare_frequency_deletion
1832-13688	rare_frequency_deletion
6495-13909	rare_frequency_deletion
10798-13999	rare_frequency_deletion
1922-14276	rare_frequency_deletion
4632-15382	rare_frequency_deletion
9042-15754	rare_frequency_deletion
6491-15826	rare_frequency_deletion
186-16078	rare_frequency_deletion
3819-4168	rare_frequency_deletion
1996-13431	rare_frequency_deletion
9086-13436	rare_frequency_deletion
4913-13546	rare_frequency_deletion
7405-13935	rare_frequency_deletion
9344-15846	rare_frequency_deletion
381-10904	rare_frequency_deletion
2839-10924	rare_frequency_deletion
277-11603	rare_frequency_deletion
4909-11814	rare_frequency_deletion
1611-11995	rare_frequency_deletion
11881-12032	rare_frequency_deletion
5399-12035	rare_frequency_deletion
464-13027	rare_frequency_deletion
10745-13384	rare_frequency_deletion
10672-13584	rare_frequency_deletion
6230-13792	rare_frequency_deletion
4909-14067	rare_frequency_deletion
6356-14316	rare_frequency_deletion
3515-14377	rare_frequency_deletion
9042-14407	rare_frequency_deletion
5330-14413	rare_frequency_deletion
10544-14520	rare_frequency_deletion
10768-14589	rare_frequency_deletion
5444-15212	rare_frequency_deletion
9281-15705	rare_frequency_deletion
3753-16080	rare_frequency_deletion
5368-9427	rare_frequency_deletion
4925-10752	rare_frequency_deletion
170-11748	rare_frequency_deletion
972-12035	rare_frequency_deletion
1105-12952	rare_frequency_deletion
331-14024	rare_frequency_deletion
5378-14276	rare_frequency_deletion
13498-14365	rare_frequency_deletion
1233-14419	rare_frequency_deletion
5444-14434	rare_frequency_deletion
632-15486	rare_frequency_deletion
1172-3688	rare_frequency_deletion
3588-8814	rare_frequency_deletion
1845-9093	rare_frequency_deletion
3597-10898	rare_frequency_deletion
8467-11639	rare_frequency_deletion
8731-12375	rare_frequency_deletion
5194-12558	rare_frequency_deletion
676-12717	rare_frequency_deletion
12373-14135	rare_frequency_deletion
280-14145	rare_frequency_deletion
9521-14276	rare_frequency_deletion
2251-14426	rare_frequency_deletion
3502-14649	rare_frequency_deletion
2683-14807	rare_frequency_deletion
4478-15403	rare_frequency_deletion
3540-15976	rare_frequency_deletion
5210-8776	rare_frequency_deletion
2483-13431	rare_frequency_deletion
3550-13436	rare_frequency_deletion
10307-14390	rare_frequency_deletion
10929-14807	rare_frequency_deletion
4928-11725	rare_frequency_deletion
8775-13913	rare_frequency_deletion
9611-14017	rare_frequency_deletion
3597-14335	rare_frequency_deletion
8574-14554	rare_frequency_deletion
6506-14921	rare_frequency_deletion
6041-14990	rare_frequency_deletion
6545-15368	rare_frequency_deletion
7327-15403	rare_frequency_deletion
10968-15684	rare_frequency_deletion
4014-5891	rare_frequency_deletion
1099-14867	rare_frequency_deletion
5368-11957	rare_frequency_deletion
5348-11241	rare_frequency_deletion
9296-13449	rare_frequency_deletion
5462-13999	rare_frequency_deletion
1497-14067	rare_frequency_deletion
4014-14363	rare_frequency_deletion
3974-14377	rare_frequency_deletion
725-15335	rare_frequency_deletion
13435-15821	rare_frequency_deletion
5085-10904	rare_frequency_deletion
8775-11858	rare_frequency_deletion
3609-12511	rare_frequency_deletion
10954-13792	rare_frequency_deletion
370-13855	rare_frequency_deletion
6356-13939	rare_frequency_deletion
3629-14377	rare_frequency_deletion
5839-14529	rare_frequency_deletion
8684-14621	rare_frequency_deletion
9505-15286	rare_frequency_deletion
5817-9641	rare_frequency_deletion
6820-13626	rare_frequency_deletion
1714-14150	rare_frequency_deletion
2209-14329	rare_frequency_deletion
1042-14351	rare_frequency_deletion
6860-14411	rare_frequency_deletion
7863-14529	rare_frequency_deletion
7896-14889	rare_frequency_deletion
5707-15782	rare_frequency_deletion
5294-6546	rare_frequency_deletion
440-12019	rare_frequency_deletion
298-13254	rare_frequency_deletion
1845-13436	rare_frequency_deletion
1105-13640	rare_frequency_deletion
6745-13818	rare_frequency_deletion
10711-14335	rare_frequency_deletion
6061-14649	rare_frequency_deletion
6423-14815	rare_frequency_deletion
11583-15410	rare_frequency_deletion
3538-15538	rare_frequency_deletion
447-16100	rare_frequency_deletion
2224-12418	rare_frequency_deletion
3550-13846	rare_frequency_deletion
5123-14529	rare_frequency_deletion
5997-15382	rare_frequency_deletion
4167-15538	rare_frequency_deletion
5167-16100	rare_frequency_deletion
8467-13683	rare_frequency_deletion
1099-13792	rare_frequency_deletion
1127-14630	rare_frequency_deletion
2793-8131	rare_frequency_deletion
5336-13776	rare_frequency_deletion
5167-13999	rare_frequency_deletion
6607-14004	rare_frequency_deletion
8634-14044	rare_frequency_deletion
11624-14150	rare_frequency_deletion
591-14621	rare_frequency_deletion
465-14951	rare_frequency_deletion
1241-15829	rare_frequency_deletion
901-13052	rare_frequency_deletion
10552-13449	rare_frequency_deletion
6329-13472	rare_frequency_deletion
10292-13860	rare_frequency_deletion
9654-14411	rare_frequency_deletion
5368-9031	rare_frequency_deletion
591-11978	rare_frequency_deletion
2440-12032	rare_frequency_deletion
1241-12363	rare_frequency_deletion
13448-13584	rare_frequency_deletion
458-14039	rare_frequency_deletion
9645-14282	rare_frequency_deletion
6602-14407	rare_frequency_deletion
777-14413	rare_frequency_deletion
2175-14413	rare_frequency_deletion
1677-13431	rare_frequency_deletion
608-14004	rare_frequency_deletion
652-11532	rare_frequency_deletion
1524-12035	rare_frequency_deletion
1130-14807	rare_frequency_deletion
6191-15548	rare_frequency_deletion
9426-15548	rare_frequency_deletion
8770-8927	rare_frequency_deletion
5194-12254	rare_frequency_deletion
5336-12418	rare_frequency_deletion
11297-13436	rare_frequency_deletion
11757-14654	rare_frequency_deletion
3789-8424	rare_frequency_deletion
8770-10660	rare_frequency_deletion
3629-11098	rare_frequency_deletion
3629-11968	rare_frequency_deletion
5186-12080	rare_frequency_deletion
1714-13924	rare_frequency_deletion
5348-14055	rare_frequency_deletion
11602-14150	rare_frequency_deletion
3629-14815	rare_frequency_deletion
10929-15335	rare_frequency_deletion
4106-15368	rare_frequency_deletion
